gene	logFC	logCPM	LR	PValue	FDR	gene_status	cols	is_sig
42	ENSG00000012660	-0.32807001552491	7.23956979175819	4.25504784740365	0.0391338456693235	0.120402952900013	0	black	n.s.
43	ENSG00000012822	-0.327754552194496	8.58483841858893	4.49521479753554	0.0339898432736006	0.108414087261057	0	black	n.s.
44	ENSG00000013016	-0.45032765630968	6.95829632761628	2.15948449586109	0.141692219351637	0.314771000604382	0	black	n.s.
45	ENSG00000013288	0.0234987427948259	7.64601805391177	0.0205311434898903	0.886063579925462	0.957187274844388	0	black	n.s.
46	ENSG00000013297	1.80752185204814	7.79959568051326	39.7837831278998	2.83690853466851e-10	8.14891919910097e-09	1	red	Upregulated
47	ENSG00000013364	-0.0460732836657896	8.94666716812998	0.102362377517323	0.749012897783358	0.880248397056949	0	black	n.s.
48	ENSG00000013441	-0.169945393254079	7.40656324259746	1.26529586420834	0.260651031127817	0.479408473922958	0	black	n.s.
49	ENSG00000014216	-0.174568969115078	7.7773190920121	2.25119684934903	0.133511105153013	0.301411434360591	0	black	n.s.
50	ENSG00000015171	0.123041993326103	7.11090130830079	1.05729773565107	0.303832318893485	0.52645757832932	0	black	n.s.
51	ENSG00000015479	0.239060927808947	8.77355812953098	4.42096158455961	0.0355000254328396	0.112201595534702	0	black	n.s.
52	ENSG00000017260	0.244030513739613	7.46016947167782	3.15818241034947	0.0755472525049128	0.198478046253461	0	black	n.s.
53	ENSG00000017797	-0.472857219254988	7.72704973634522	14.0624019466031	0.000176843790164855	0.00133658024015901	-1	blue	Downregulated
54	ENSG00000018408	-0.0187945324282872	7.37226526395312	0.0175064251679196	0.894737636278638	0.963457187494994	0	black	n.s.
55	ENSG00000019144	-0.274785987096468	7.5669963071525	3.2768937683738	0.0702617920366565	0.188630756999312	0	black	n.s.
56	ENSG00000019549	-0.0941123136998236	7.59163736177026	0.0744644284891365	0.78494414526378	0.902412538395763	0	black	n.s.
57	ENSG00000019995	-0.829270541305051	7.03627099136775	34.1320900239408	5.14950158825103e-09	1.09610819521343e-07	-1	blue	Downregulated
58	ENSG00000020181	0.422353044292863	8.97330240939111	6.63673628214713	0.00998967818131945	0.0411827444391944	1	red	Upregulated
59	ENSG00000020577	-1.11376466539088	7.61109695302621	47.7355978268039	4.87754234189505e-12	1.91972704248926e-10	-1	blue	Downregulated
60	ENSG00000022267	-0.41543943094083	9.36287154513038	4.85002934048617	0.0276456619931096	0.0918293804420807	0	black	n.s.
61	ENSG00000022840	-0.184033526818847	7.40539814756176	2.56668156412776	0.109136454522648	0.261376170073758	0	black	n.s.
62	ENSG00000023191	-0.0501761374015065	8.26145116522301	0.0669725004002544	0.795796921677688	0.909108641084149	0	black	n.s.
63	ENSG00000023287	-0.0338138313453724	7.47967124886005	0.0576782600664956	0.810203906554522	0.916644472899202	0	black	n.s.
64	ENSG00000023734	-0.183018675040429	7.00650707533546	1.57728323236915	0.209152456327443	0.415912320208814	0	black	n.s.
65	ENSG00000023909	-1.15043038690259	6.92071636089479	29.1695613840906	6.6312839255519e-08	1.17227612446621e-06	-1	blue	Downregulated
66	ENSG00000024422	-0.0826492974539241	9.54291974967917	0.325714182757537	0.568193697637069	0.753469492842833	0	black	n.s.
67	ENSG00000025796	0.145372716306472	7.72852258009026	0.837458857446642	0.360124551623852	0.580989802542424	0	black	n.s.
68	ENSG00000026025	0.465543058836019	10.8870106390848	5.68756315376049	0.0170855642463601	0.0635302798893176	0	black	n.s.
69	ENSG00000026508	0.261938314059767	10.3424874395447	1.93365560984383	0.164359057096861	0.352920771100957	0	black	n.s.
70	ENSG00000028528	0.165419194203771	7.79880591579137	2.24874069782052	0.133723186529364	0.301563856324597	0	black	n.s.
71	ENSG00000029363	0.139878137526696	7.68630833354929	1.4260797807605	0.23240528731821	0.444768283803473	0	black	n.s.
72	ENSG00000030582	0.277033917952006	9.46437631070292	3.50158354831868	0.0613101787376851	0.171208879313	0	black	n.s.
73	ENSG00000031698	0.625268112762268	7.51360057140913	24.9447122615242	5.89981217894666e-07	8.25973705052532e-06	1	red	Upregulated
74	ENSG00000033100	0.0318944807012565	7.14078149028876	0.0466835098268055	0.82893811737255	0.923699205576464	0	black	n.s.
75	ENSG00000033867	1.02183046971601	7.21929676009599	40.6358991483892	1.83405984801247e-10	5.54470846804929e-09	1	red	Upregulated
76	ENSG00000034510	0.217269627890888	9.58804992764335	1.93066596819712	0.164685603044598	0.352920771100957	0	black	n.s.
77	ENSG00000035403	-0.749008093588961	10.0470150494644	12.2993012793502	0.000453127896348681	0.0029630871215779	-1	blue	Downregulated
78	ENSG00000035862	-0.0581364316430023	11.3774538678876	0.126814014102251	0.721758522938521	0.865214890616708	0	black	n.s.
79	ENSG00000038219	0.180799607473762	7.22675902419886	2.00129301001436	0.157165087550021	0.341151272246976	0	black	n.s.
80	ENSG00000038382	0.283592661946327	8.59793251628051	3.66541371011682	0.0555528500673367	0.159194328437054	0	black	n.s.
81	ENSG00000038427	0.451475698580523	9.09991845784893	7.17834839387559	0.00737886031315208	0.0323367701958724	1	red	Upregulated
82	ENSG00000039560	-0.439651345474689	8.32056944950671	5.5924187752893	0.0180383710598906	0.0660141088261959	0	black	n.s.
83	ENSG00000041982	0.855626355196995	7.89413415796866	2.8267471539351	0.0927059590321169	0.232433450169466	0	black	n.s.
84	ENSG00000044115	-0.0212213897835578	8.97541270509923	0.0274188646630478	0.868482429852837	0.945539847950426	0	black	n.s.
85	ENSG00000044574	-0.0239463698034275	9.93449796521291	0.00421781514751274	0.94821802356208	0.979172232696573	0	black	n.s.
86	ENSG00000047315	0.111969772155034	7.17107868268496	0.974294219433503	0.3236115429948	0.548378293003374	0	black	n.s.
87	ENSG00000047410	0.10822324660819	8.17609326800765	0.897990258937519	0.343321168749439	0.563164621461246	0	black	n.s.
88	ENSG00000047849	-0.0441433550442825	10.0109136711294	0.111231948288719	0.738745915897461	0.874587957186211	0	black	n.s.
89	ENSG00000048471	-0.388968742898535	7.0858754847868	2.32562302507461	0.127259259163882	0.29044071620991	0	black	n.s.
90	ENSG00000048707	-0.56374037482794	7.66274529961682	10.3310133792312	0.00130813363833873	0.00735516649481024	-1	blue	Downregulated
91	ENSG00000048740	-0.847120029523845	8.47721490576019	17.1834071997442	3.39387839374903e-05	0.000307699700689509	-1	blue	Downregulated
92	ENSG00000048828	-0.030810805665455	7.84428987864488	0.058797147304027	0.808407298600916	0.915643916635341	0	black	n.s.
93	ENSG00000049130	0.171780409601145	7.5358933002022	0.477497636569192	0.489557976089326	0.690012120352928	0	black	n.s.
94	ENSG00000049239	-0.29814939167742	8.61073857820001	3.37958665981763	0.0660086074156071	0.180463899172944	0	black	n.s.
95	ENSG00000049245	-0.0658873648359613	7.73842269991309	0.296949282647037	0.58580129767575	0.770491960357198	0	black	n.s.
96	ENSG00000049323	-0.602010412753861	10.3170326721155	18.8663077418642	1.4020728637526e-05	0.000137310985623847	-1	blue	Downregulated
97	ENSG00000049449	0.165171733976787	8.2578939149767	1.33648927950497	0.247654040991181	0.463739972628011	0	black	n.s.
98	ENSG00000049540	-0.87362082278843	8.81283388844292	4.6353444185209	0.0313198572727054	0.101606877559663	0	black	n.s.
99	ENSG00000049860	0.0972897482416873	8.12074954636788	0.345898372769284	0.556444195879339	0.742637615229879	0	black	n.s.
100	ENSG00000050165	-0.158510369531998	10.1103575267605	0.725855109218699	0.394230017148994	0.612268481998242	0	black	n.s.
101	ENSG00000050405	0.329777014170457	9.0940385024443	1.82185844040609	0.177092220672143	0.370154681685462	0	black	n.s.
102	ENSG00000051108	-0.655774843647391	7.16708528402551	30.5332398269256	3.28194900245437e-08	6.22376874465437e-07	-1	blue	Downregulated
103	ENSG00000052841	0.192748741568513	7.15881550211008	2.50556012066552	0.113445143686895	0.268916556512345	0	black	n.s.
104	ENSG00000053254	-0.307505086019544	7.90381112639673	4.1539932735311	0.0415364584027951	0.125390813644328	0	black	n.s.
105	ENSG00000054118	0.284995708825651	7.47780041882073	6.94657307208253	0.00839799550526974	0.0360457173333183	1	red	Upregulated
106	ENSG00000054793	-0.093997705446308	7.66886857749686	0.236151667343464	0.626999505451922	0.799462694604346	0	black	n.s.
107	ENSG00000055070	-0.149182731656366	7.22213301491568	1.57086021008926	0.210082134328444	0.416966062996322	0	black	n.s.
108	ENSG00000055211	-0.181577998565371	7.25072544015058	1.451959009562	0.228213872819191	0.438759574839477	0	black	n.s.
109	ENSG00000055609	0.2883914789542	6.98624393844845	3.08560733919254	0.0789877715653223	0.205960614356578	0	black	n.s.
110	ENSG00000055917	-0.0466476921193499	7.1783635877606	0.143120747916002	0.705198067677814	0.856325291372847	0	black	n.s.
111	ENSG00000056097	-0.0690660300934145	7.56808796280908	0.248645432523434	0.6180304890751	0.79336098474502	0	black	n.s.
112	ENSG00000057019	0.152088447520172	7.25571215263239	0.840297244465162	0.359311772600635	0.580576574473217	0	black	n.s.
113	ENSG00000057608	0.0911048846115098	7.72189471237771	0.640310991748574	0.423598204994528	0.639178209593934	0	black	n.s.
114	ENSG00000058262	0.383237952688215	9.24288774078047	8.98166156167483	0.00272702560430282	0.0138408160841257	1	red	Upregulated
115	ENSG00000058668	0.230903424045888	9.45548972342728	1.74338985670031	0.186709882070419	0.385239182986047	0	black	n.s.
116	ENSG00000058673	0.0874676720018574	7.94052321560141	0.578033382520289	0.447084206243441	0.657235838071753	0	black	n.s.
117	ENSG00000060138	-0.409644725448724	8.25536135865361	8.4301633206056	0.00369047195929863	0.0180288630142785	-1	blue	Downregulated
118	ENSG00000060237	0.198438405278306	8.41903825492558	2.43329492192101	0.11878299085622	0.276921028448506	0	black	n.s.
119	ENSG00000060982	0.0747099851611387	7.23482636614073	0.120722461980932	0.72825223845354	0.868244989717271	0	black	n.s.
120	ENSG00000061273	-0.498124682299692	7.49338257704732	11.4083276187856	0.000731156199912288	0.00449909095285261	-1	blue	Downregulated
121	ENSG00000061676	-0.163282011240415	8.49651780331944	1.58916653641941	0.207445252929748	0.414147904132315	0	black	n.s.
122	ENSG00000062716	-0.455937219835443	7.60675470888533	11.6162910029086	0.000653766428720888	0.0041077011153969	-1	blue	Downregulated
123	ENSG00000063046	0.111764780332731	9.41939565620164	0.642994059399328	0.42262867995321	0.638380468053871	0	black	n.s.
124	ENSG00000063177	0.160163388433917	9.00217909506915	0.654200874979836	0.418614749084032	0.633882221697695	0	black	n.s.
125	ENSG00000063244	0.314680822479101	6.96467436129385	4.23521866734277	0.0395935230109778	0.121458954413088	0	black	n.s.
126	ENSG00000063245	-0.092012938532186	7.19203367131397	0.374789946458677	0.540404843773057	0.730579717505248	0	black	n.s.
127	ENSG00000063660	0.519244745342133	8.15852879321275	12.1136790083738	0.000500532839073641	0.00322256636514696	1	red	Upregulated
128	ENSG00000064205	0.965303434066579	6.95338330495835	4.6764065649821	0.0305796514836236	0.0995150592743197	0	black	n.s.
129	ENSG00000064393	-0.504537418165323	7.36843730329469	10.6395227114625	0.00110696238570632	0.00643209898769742	-1	blue	Downregulated
130	ENSG00000064601	0.364780000738722	8.8221698391568	6.70565936895468	0.00961073852619362	0.040015969192894	1	red	Upregulated
131	ENSG00000064666	-0.689738434996496	9.05958350158977	17.615216796624	2.70415942359783e-05	0.000256403479892049	-1	blue	Downregulated
132	ENSG00000064726	-0.0392950514578749	7.03472004013719	0.0651622382633832	0.798515377834746	0.910976557631198	0	black	n.s.
133	ENSG00000065000	0.113614849283667	7.9692217370696	0.886399377830625	0.346454911095537	0.566075683125737	0	black	n.s.
134	ENSG00000065150	0.237465649574896	8.08968378496075	2.78185902654215	0.0953374476373984	0.237319708558011	0	black	n.s.
135	ENSG00000065154	0.0321262664512576	7.54116150002412	0.0518497753434843	0.81987522947284	0.919917061106436	0	black	n.s.
136	ENSG00000065308	-0.113318869907281	9.30444080462628	0.880773905310779	0.347989800607792	0.567540480034296	0	black	n.s.
137	ENSG00000065320	-0.426315298891459	8.07443362785273	1.47639662286247	0.224339156226318	0.433306925822315	0	black	n.s.
138	ENSG00000065534	0.0411798394622628	10.2230871145645	0.0550112395179667	0.814562096773814	0.917481929735516	0	black	n.s.
139	ENSG00000065809	1.10498040228856	7.18375909776873	34.2549526865959	4.83443546401631e-09	1.05048253936854e-07	1	red	Upregulated
140	ENSG00000065978	0.159971311947018	9.342324724655	1.36966801049118	0.24186893227689	0.456183176066539	0	black	n.s.
141	ENSG00000066629	-0.000382367730813211	7.493242693899	6.90051095375566e-06	0.997904053529318	0.998487653025149	0	black	n.s.
142	ENSG00000067057	0.0348571503619252	7.12014615627524	0.0124358455026723	0.911207081699546	0.968316973944221	0	black	n.s.
143	ENSG00000067066	0.0760690873588191	7.07200691207599	0.296935045868711	0.585810282419231	0.770491960357198	0	black	n.s.
144	ENSG00000067082	-1.0174199247337	7.67447473650596	37.7886425218646	7.88394374106144e-10	2.13583203166937e-08	-1	blue	Downregulated
145	ENSG00000067167	-0.527585869268459	9.27034505618433	7.82812724945961	0.00514393688501483	0.0240588617536792	-1	blue	Downregulated
146	ENSG00000067182	0.0115497320689916	7.94430778711801	0.00899906920847116	0.924423308898037	0.973207217949249	0	black	n.s.
147	ENSG00000067225	0.437977608614897	10.4448261043559	5.669824806316	0.0172591796752469	0.0640616526736033	0	black	n.s.
148	ENSG00000067369	0.850752198290546	6.91718133133399	37.0230753011871	1.16739491802606e-09	3.08251366962325e-08	1	red	Upregulated
149	ENSG00000067560	-0.0434755760930545	9.23483907947167	0.0886131758051008	0.765947674348218	0.894105679177606	0	black	n.s.
150	ENSG00000067704	-0.0315075206850551	7.47995294381463	0.0727033826299177	0.787440572666211	0.904018180837488	0	black	n.s.
151	ENSG00000067900	-0.482355284811289	7.39491694772282	14.8504293739861	0.000116381572937592	0.000930160770681291	-1	blue	Downregulated
152	ENSG00000068323	0.196729342603089	7.10298005223339	2.42188539633197	0.119650845191055	0.277684956777858	0	black	n.s.
153	ENSG00000068366	0.44140283878565	7.88814824400391	2.91223854305792	0.0879097779828733	0.221740987753656	0	black	n.s.
154	ENSG00000068383	-1.30139619234928	6.291506701153	13.5218189165965	0.000235805755721993	0.00167880821309242	-1	blue	Downregulated
155	ENSG00000068697	0.328582435349214	9.04527299932881	6.48314314599293	0.0108902240411003	0.0437707270707806	1	red	Upregulated
156	ENSG00000068793	-0.0827917203736728	7.59201204879342	0.485620467032746	0.48588744539892	0.687167713749881	0	black	n.s.
157	ENSG00000069275	0.343555466728428	8.05453576358839	7.35843889205902	0.00667487202704299	0.0298153812599822	1	red	Upregulated
158	ENSG00000069329	0.290684412963769	7.56544794734175	6.58522309083643	0.0102828728518247	0.0421804246553885	1	red	Upregulated
159	ENSG00000069702	-0.050254923989323	7.9442616363847	0.0640570711731172	0.800194814533673	0.911138855413342	0	black	n.s.
160	ENSG00000070018	0.548634471782414	6.88006029483736	6.24585999916298	0.0124483924016812	0.0487516499557166	1	red	Upregulated
161	ENSG00000070087	0.411711727320869	7.10663636268997	11.135724169495	0.000846808640901292	0.00501830347988663	1	red	Upregulated
162	ENSG00000070214	-0.227939587356828	7.80585939279346	2.62274537895767	0.105342041057455	0.25403872560214	0	black	n.s.
163	ENSG00000070404	-1.77618353837799	7.0620330659931	28.3654012370953	1.00444507858307e-07	1.70347352351567e-06	-1	blue	Downregulated
164	ENSG00000070413	0.0281386235854465	7.235811505388	0.0364952113290338	0.84849644938155	0.934017727393095	0	black	n.s.
165	ENSG00000070540	-0.812049187050766	7.78292135230234	14.7609834065532	0.000122034580282837	0.000965709394995857	-1	blue	Downregulated
166	ENSG00000070614	-0.172558846702707	8.96588937770551	1.03300488107936	0.30945395099	0.532168954464254	0	black	n.s.
167	ENSG00000070756	0.155005886987449	10.2576971461403	1.26059103995604	0.261539244442384	0.479683367803412	0	black	n.s.
168	ENSG00000070831	-0.00174246339066656	7.81722438306682	0.000193588412443546	0.988898907321017	0.994604894787446	0	black	n.s.
169	ENSG00000070961	-0.386483627263796	6.69550959459306	2.79417637840497	0.0946073671489755	0.235783713109633	0	black	n.s.
170	ENSG00000071054	0.221846618518902	9.32214817700665	3.39797437363576	0.0652765341059135	0.179876948672306	0	black	n.s.
171	ENSG00000071082	0.0506753992197852	9.46097305191188	0.0771366398197699	0.781215916004297	0.902191280585911	0	black	n.s.
172	ENSG00000071127	-0.753871257219237	9.26377817011343	19.0821276145469	1.25211985027989e-05	0.000124377238461136	-1	blue	Downregulated
173	ENSG00000071242	-0.834608593079642	9.45574602586505	24.1748918998004	8.79717297761512e-07	1.14693142695657e-05	-1	blue	Downregulated
174	ENSG00000071282	-1.50221370475923	7.84160047203042	39.8814699137113	2.69851146854585e-10	7.92830270899528e-09	-1	blue	Downregulated
175	ENSG00000071537	-0.106438767633879	8.44320996838426	0.635849426142514	0.425217788671516	0.639974247596523	0	black	n.s.
176	ENSG00000071967	-0.124254352360825	10.9309973020671	0.404477613120662	0.524785843805023	0.71736780483439	0	black	n.s.
177	ENSG00000072110	-0.34744493409877	9.66357095950594	2.60127308544079	0.106777911147679	0.256907407905487	0	black	n.s.
178	ENSG00000072274	-0.115863705800323	8.11175123172345	0.453722263827785	0.500572590462155	0.697990924935866	0	black	n.s.
179	ENSG00000072310	0.844912988771856	6.64930910569781	7.3094458312932	0.00685930771851126	0.0303790146514108	1	red	Upregulated
180	ENSG00000072364	0.122329351180676	7.78130366439026	0.991625295135211	0.319345462363407	0.542913312542841	0	black	n.s.
181	ENSG00000072682	0.450644823128425	7.88990211341806	7.85259580958823	0.00507477909726668	0.0239735790108706	1	red	Upregulated
182	ENSG00000072778	0.148284816785158	7.74864088494455	0.638991982222251	0.424076050852351	0.639178209593934	0	black	n.s.
183	ENSG00000072840	0.264736699850197	7.61636929972014	3.37071783490299	0.0663648330144711	0.180963453161029	0	black	n.s.
184	ENSG00000072952	-0.34749039196672	8.42621367386208	1.16361031918386	0.280718048480551	0.499639803012313	0	black	n.s.
185	ENSG00000072958	-0.996514678418149	7.06967884264885	42.76631385549	6.16852987250050e-11	2.01055520531813e-09	-1	blue	Downregulated
186	ENSG00000073578	0.0593015897023582	7.09504811679855	0.211375518806658	0.645691416201396	0.813214061302033	0	black	n.s.
187	ENSG00000073712	-0.537523047899208	7.93278537035244	15.696369855117	7.43667611568159e-05	0.000628052889769709	-1	blue	Downregulated
188	ENSG00000073792	-0.688926774373258	7.27824207410621	18.1429098111253	2.04931015561162e-05	0.000198830743470039	-1	blue	Downregulated
189	ENSG00000073921	-0.17438172709682	7.92977823137181	1.8490635494522	0.173892348391581	0.366403473479635	0	black	n.s.
190	ENSG00000074410	0.891597693330141	7.5373759295227	5.63590648849245	0.0175962444705323	0.0648511766175449	0	black	n.s.
191	ENSG00000074416	-0.348335613403655	8.09417132745381	3.31819734433912	0.0685169186222493	0.185618561358457	0	black	n.s.
192	ENSG00000074527	-0.84323225578207	8.01049059760653	3.2485751850179	0.0714855733241212	0.190689138048743	0	black	n.s.
193	ENSG00000074657	0.19077622748404	7.57160381386453	1.984933319059	0.158871655156874	0.343070675628611	0	black	n.s.
194	ENSG00000074695	0.303313385743778	7.90365752538973	6.68717315965165	0.00971090687284913	0.0403524934995284	1	red	Upregulated
195	ENSG00000074800	-0.213788696232108	9.80302258213553	0.5503274324284	0.458183936290144	0.662121246899432	0	black	n.s.
196	ENSG00000075151	0.285286454806625	7.74319512070209	2.41938583813592	0.119841907195371	0.277766909343937	0	black	n.s.
197	ENSG00000075223	0.218711201106715	7.63590052273347	0.49584718077935	0.481330540457386	0.683876998956242	0	black	n.s.
198	ENSG00000075415	-0.131591299442818	8.65621665050857	1.14235482519712	0.285155290474966	0.504524118685988	0	black	n.s.
199	ENSG00000075420	-0.610414600499074	8.51590242661011	17.47454190058	2.91180846524046e-05	0.00027237813715209	-1	blue	Downregulated
200	ENSG00000075426	-0.174404030436023	7.61626551257192	1.42985212967145	0.231788572511381	0.443995373974969	0	black	n.s.
201	ENSG00000075618	0.54719463652185	7.39890156142396	3.58710588764657	0.0582295692759505	0.164812593635865	0	black	n.s.
202	ENSG00000075624	-0.822254553106341	12.1986394390753	15.1585066922999	9.88519379034874e-05	0.000808647617516372	-1	blue	Downregulated
203	ENSG00000075785	0.0454125098580329	8.99534321535469	0.119415065796005	0.729669765663973	0.869269635165647	0	black	n.s.
204	ENSG00000076108	0.00120252363774607	7.02684978616654	8.99054790117759e-05	0.992434691655047	0.996255421940533	0	black	n.s.
205	ENSG00000076513	-0.590407979531361	8.61751072533046	16.8505687545369	4.04412086631348e-05	0.000357459157929234	-1	blue	Downregulated
206	ENSG00000077097	0.111775135653836	7.7172741186463	0.951266161903459	0.329397215989017	0.551448583965564	0	black	n.s.
207	ENSG00000077147	-0.148877588779057	8.31642139438719	1.50575774207485	0.219787560222901	0.428483037967263	0	black	n.s.
208	ENSG00000077157	-0.727439451007957	6.79894269602907	2.09108311048465	0.148160995585067	0.326619342232033	0	black	n.s.
209	ENSG00000077232	0.0753567416767482	7.82068876033693	0.28641466246259	0.592527313248011	0.774929138203981	0	black	n.s.
210	ENSG00000077235	0.306130297620603	7.23003005536274	7.84857460731078	0.00508607919363756	0.0239735790108706	1	red	Upregulated
211	ENSG00000077254	-0.801345924804868	7.43397634027647	35.6054135954479	2.41615145539712e-09	5.92951992465694e-08	-1	blue	Downregulated
212	ENSG00000077380	0.0862028770311793	7.54993460456934	0.616889073776417	0.432205680236479	0.644907760352858	0	black	n.s.
213	ENSG00000077549	-0.175715809119406	8.33628235127154	1.88439368102925	0.169835616387541	0.359672178461331	0	black	n.s.
214	ENSG00000077684	-1.11542020181668	6.62842788384754	42.7244316380639	6.30202448619619e-11	2.02246508895466e-09	-1	blue	Downregulated
215	ENSG00000077782	0.025230450541521	9.89004489623061	0.0371246543087835	0.847211473903252	0.933122193048902	0	black	n.s.
216	ENSG00000077809	0.00458947960912181	9.44875849574488	0.000712437201514149	0.978705777357607	0.990251337295877	0	black	n.s.
217	ENSG00000077942	0.0900278584513555	13.337333255218	0.393247735153409	0.53059717551337	0.720589653724538	0	black	n.s.
218	ENSG00000078018	-0.840874070925656	6.85066147110609	1.23794329645124	0.265867799215663	0.482680791265337	0	black	n.s.
219	ENSG00000078098	0.0376413685467206	7.3654042420317	0.0275615242073712	0.868143856366975	0.945539847950426	0	black	n.s.
220	ENSG00000078304	0.0899488743635689	7.18133958131849	0.55095864680849	0.457926255951541	0.662121246899432	0	black	n.s.
221	ENSG00000078369	-0.0855182462271489	8.81482812490555	0.556359085992668	0.455730953206261	0.661095110144826	0	black	n.s.
222	ENSG00000078618	-0.0142708739775332	7.60912629500304	0.0153389416543703	0.901433661375402	0.96578870961946	0	black	n.s.
